time_s,throttle,throttle_delta,brake,speed,accel_x
485.3400,0.6568,-0.0314,0.0000,26.7140,0.2100
485.3500,0.6568,-0.0314,0.0000,26.7119,0.2098
485.3600,0.6568,-0.0314,0.0000,26.7098,0.2100
485.3700,0.6568,-0.0314,0.0000,26.7077,0.2100
485.3800,0.6568,-0.0314,0.0000,26.7056,0.2096
485.3900,0.6568,-0.0314,0.0000,26.7035,0.2089
485.4000,0.6568,-0.0314,0.0000,26.7014,0.2075
485.4100,0.6568,-0.0314,0.0000,26.6994,0.2075
485.4200,0.6568,-0.0314,0.0000,26.6973,0.2075
485.4300,0.6568,-0.0314,0.0000,26.6952,0.2075
485.4400,0.6568,-0.0314,0.0000,26.6931,0.2075
485.4500,0.6568,-0.0314,0.0000,26.6911,0.2073
485.4600,0.6568,-0.0314,0.0000,26.6890,0.2062
485.4700,0.6568,-0.0314,0.0000,26.6869,0.2054
485.4800,0.6568,-0.0314,0.0000,26.6849,0.2050
485.4900,0.6568,-0.0314,0.0000,26.6828,0.2050
485.5000,0.6568,-0.0314,0.0000,26.6808,0.2050
485.5100,0.6568,-0.0314,0.0000,26.6787,0.2050
485.5200,0.6568,-0.0314,0.0000,26.6767,0.2052
485.5300,0.6568,-0.0314,0.0000,26.6746,0.2045
485.5400,0.6568,-0.0314,0.0000,26.6726,0.2037
485.5500,0.6568,-0.0314,0.0000,26.6706,0.2026
485.5600,0.6568,-0.0314,0.0000,26.6686,0.2028
485.5700,0.6568,-0.0314,0.0000,26.6665,0.2026
485.5800,0.6568,-0.0314,0.0000,26.6645,0.2026
485.5900,0.6568,-0.0314,0.0000,26.6625,0.2028
485.6000,0.6568,-0.0314,0.0000,26.6605,0.2022
485.6100,0.6568,-0.0314,0.0000,26.6584,0.2014
485.6200,0.6568,-0.0314,0.0000,26.6564,0.2001
485.6300,0.6568,-0.0314,0.0000,26.6544,0.2003
485.6400,0.6568,-0.0314,0.0000,26.6524,0.2001
485.6500,0.6568,-0.0314,0.0000,26.6504,0.2003
485.6600,0.6568,-0.0314,0.0000,26.6484,0.2003
485.6700,0.6568,-0.0314,0.0000,26.6464,0.2001
485.6800,0.6568,-0.0314,0.0000,26.6444,0.1989
485.6900,0.6568,-0.0314,0.0000,26.6425,0.1984
485.7000,0.6568,-0.0314,0.0000,26.6405,0.1978
485.7100,0.6568,-0.0314,0.0000,26.6385,0.1976
485.7200,0.6568,-0.0314,0.0000,26.6365,0.1978
485.7300,0.6568,-0.0314,0.0000,26.6345,0.1978
485.7400,0.6568,-0.0314,0.0000,26.6326,0.1963
485.7500,0.6568,-0.0314,0.0000,26.6306,0.1938
485.7600,0.6568,-0.0314,0.0000,26.6287,0.1905
485.7700,0.6568,-0.0314,0.0000,26.6269,0.1852
485.7800,0.6568,-0.0314,0.0000,26.6251,0.1757
485.7900,0.6568,-0.0314,0.0000,26.6234,0.1760
485.8000,0.6568,-0.0314,0.0000,26.6216,0.1762
485.8100,0.6568,-0.0314,0.0000,26.6199,0.1738
485.8200,0.6568,-0.0314,0.0000,26.6182,0.1715
485.8300,0.6568,-0.0314,0.0000,26.6164,0.1770
485.8400,0.6568,-0.0314,0.0000,26.6146,0.1816
485.8500,0.6568,-0.0314,0.0000,26.6127,0.1848
485.8600,0.6568,-0.0314,0.0000,26.6108,0.1892
485.8700,0.6568,-0.0314,0.0000,26.6089,0.1947
485.8800,0.6568,-0.0314,0.0000,26.6069,0.2031
485.8900,0.6568,-0.0314,0.0000,26.6048,0.2028
485.9000,0.6568,-0.0314,0.0000,26.6028,0.2001
485.9100,0.6568,-0.0314,0.0000,26.6008,0.2035
485.9200,0.6568,-0.0314,0.0000,26.5987,0.2071
485.9300,0.6568,-0.0314,0.0000,26.5967,0.2020
485.9400,0.6568,-0.0314,0.0000,26.5948,0.1953
485.9500,0.6568,-0.0314,0.0000,26.5928,0.1928
485.9600,0.6568,-0.0314,0.0000,26.5909,0.1904
485.9700,0.6568,-0.0314,0.0000,26.5890,0.1892
485.9800,0.6568,-0.0314,0.0000,26.5872,0.1881
485.9900,0.6568,-0.0314,0.0000,26.5853,0.1877
486.0000,0.6568,-0.0314,0.0000,26.5834,0.1858
486.0100,0.6568,-0.0314,0.0000,26.5816,0.1856
486.0200,0.6568,-0.0314,0.0000,26.5797,0.1856
486.0300,0.6568,-0.0314,0.0000,26.5779,0.1856
486.0400,0.6568,-0.0314,0.0000,26.5760,0.1856
486.0500,0.6568,-0.0314,0.0000,26.5741,0.1854
486.0600,0.6568,-0.0314,0.0000,26.5722,0.1905
486.0700,0.6568,-0.0314,0.0000,26.5704,0.1789
486.0800,0.6568,-0.0314,0.0000,26.5687,0.1690
486.0900,0.6568,-0.0314,0.0000,26.5671,0.1640
486.1000,0.6568,-0.0314,0.0000,26.5655,0.1612
486.1100,0.6568,-0.0314,0.0000,26.5639,0.1560
486.1200,0.6568,-0.0314,0.0000,26.5623,0.1612
486.1300,0.6568,-0.0314,0.0000,26.5606,0.1652
486.1400,0.6568,-0.0314,0.0000,26.5590,0.1684
486.1500,0.6568,-0.0314,0.0000,26.5572,0.1707
486.1600,0.6568,-0.0314,0.0000,26.5555,0.1732
486.1700,0.6568,-0.0314,0.0000,26.5537,0.1780
486.1800,0.6568,-0.0314,0.0000,26.5519,0.1871
486.1900,0.6568,-0.0314,0.0000,26.5500,0.1881
486.2000,0.6568,-0.0314,0.0000,26.5480,0.1926
486.2100,0.6568,-0.0314,0.0000,26.5461,0.1963
486.2200,0.6568,-0.0314,0.0000,26.5443,0.1787
486.2300,0.6568,-0.0314,0.0000,26.5427,0.1640
486.2400,0.6568,-0.0314,0.0000,26.5411,0.1568
486.2500,0.6568,-0.0314,0.0000,26.5396,0.1524
486.2600,0.6568,-0.0314,0.0000,26.5381,0.1499
486.2700,0.6568,-0.0314,0.0000,26.5367,0.1425
486.2800,0.6568,-0.0314,0.0000,26.5352,0.1482
486.2900,0.6568,-0.0314,0.0000,26.5337,0.1526
486.3000,0.6568,-0.0314,0.0000,26.5321,0.1558
486.3100,0.6568,-0.0314,0.0000,26.5305,0.1583
486.3200,0.6568,-0.0314,0.0000,26.5288,0.1713
486.3300,0.6568,-0.0314,0.0000,26.5271,0.1749
486.3400,0.6568,-0.0314,0.0000,26.5253,0.1760
486.3500,0.6568,-0.0314,0.0000,26.5235,0.1766
486.3600,0.6568,-0.0314,0.0000,26.5218,0.1781
486.3700,0.6568,-0.0314,0.0000,26.5200,0.1810
486.3800,0.6568,-0.0314,0.0000,26.5182,0.1766
486.3900,0.6568,-0.0314,0.0000,26.5165,0.1698
486.4000,0.6568,-0.0314,0.0000,26.5148,0.1669
486.4100,0.6568,-0.0314,0.0000,26.5132,0.1648
486.4200,0.6568,-0.0314,0.0000,26.5115,0.1637
486.4300,0.6568,-0.0314,0.0000,26.5099,0.1627
486.4400,0.6568,-0.0314,0.0000,26.5083,0.1610
486.4500,0.6568,-0.0314,0.0000,26.5067,0.1612
486.4600,0.6568,-0.0314,0.0000,26.5051,0.1612
486.4700,0.6568,-0.0314,0.0000,26.5035,0.1612
