time_s,ego_throttle,ego_setpoint_speed,ego_brake,ego_speed,ego_accel_abs,lead_throttle,lead_setpoint_speed,lead_brake,lead_speed,lead_accel_abs,lead_dist
1.9600,0.0226,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.9700,0.0226,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.9800,0.0226,0.0000,0.0000,0.0001,0.0020,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.9900,0.0226,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0000,0.0226,0.0000,0.0000,0.0001,0.0013,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0100,0.0226,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0200,0.0226,0.0000,0.0000,0.0000,0.0007,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0300,0.0226,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0400,0.0226,0.0000,0.0000,0.0000,0.0050,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0500,0.0226,0.0000,0.0000,0.0000,0.0038,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0600,0.0226,0.0000,0.0000,0.0000,0.0002,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0700,0.0226,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0800,0.0226,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.0900,0.0226,0.0000,0.0000,0.0001,0.0013,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
2.1000,0.0226,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
