time_s,throttle_lead,brake_lead,speed_lead,accel_x_lead,local_sp_lead,dist_to_prev_lead,desired_dist_lead,throttle_1,brake_1,speed_1,accel_x_1,local_sp_1,dist_to_prev_1,desired_dist_1,throttle_2,brake_2,speed_2,accel_x_2,local_sp_2,dist_to_prev_2,desired_dist_2,throttle_3,brake_3,speed_3,accel_x_3,local_sp_3,dist_to_prev_3,desired_dist_3
0.5600,0.8207,0.0000,1.9254,-0.0724,11.0000,0.0000,0.0000,0.0000,1.0000,0.0748,-0.0000,-10.9287,6.1521,10.5000,0.0000,1.0000,0.0748,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0748,-0.0000,0.0000,6.0000,10.5000
0.5700,0.7650,0.0000,2.0451,-0.1899,11.0000,0.0000,0.0000,0.0000,1.0000,0.0716,0.0000,-10.8359,6.1726,10.5000,0.0000,1.0000,0.0716,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0716,0.0000,0.0000,6.0000,10.5000
0.5800,0.7525,0.0000,2.1131,-0.0751,11.0000,0.0000,0.0000,0.0000,1.0000,0.0684,0.0000,-10.7395,6.1937,10.5000,0.0000,1.0000,0.0684,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0684,0.0000,0.0000,6.0000,10.5000
0.5900,0.7620,0.0000,2.2194,-0.1712,11.0000,0.0000,0.0000,0.0000,1.0000,0.0652,-0.0000,-10.6372,6.2159,10.5000,0.0000,1.0000,0.0652,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0652,-0.0000,0.0000,6.0000,10.5000
0.6000,0.7545,0.0000,2.2877,-0.0741,11.0000,0.0000,0.0000,0.0000,0.9993,0.0620,-0.0000,-10.5314,6.2388,10.5000,0.0000,1.0000,0.0620,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0620,-0.0000,0.0000,6.0000,10.5000
0.6100,0.7631,0.0000,2.3789,-0.1567,11.0000,0.0000,0.0000,0.0000,0.9958,0.0589,-0.0000,-10.4204,6.2626,10.5000,0.0000,1.0000,0.0589,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0589,0.0000,0.0000,6.0000,10.5000
0.6200,0.7614,0.0000,2.4474,-0.0805,11.0000,0.0000,0.0000,0.0000,0.9904,0.0559,-0.0000,-10.3060,6.2871,10.5000,0.0000,1.0000,0.0559,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0559,-0.0000,0.0000,6.0000,10.5000
0.6300,0.7692,0.0000,2.5293,-0.1469,11.0000,0.0000,0.0000,0.0000,0.9825,0.0529,0.0000,-10.1870,6.3124,10.5000,0.0000,1.0000,0.0529,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0529,0.0000,0.0000,6.0000,10.5000
0.6400,0.7709,0.0000,2.5956,-0.0739,11.0000,0.0000,0.0000,0.0000,0.9726,0.0500,0.0000,-10.0646,6.3383,10.5000,0.0000,1.0000,0.0500,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0500,0.0000,0.0000,6.0000,10.5000
0.6500,0.7790,0.0000,2.6728,-0.1447,11.0000,0.0000,0.0000,0.0000,0.9604,0.0472,0.0000,-9.9382,6.3651,10.5000,0.0000,1.0000,0.0472,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0472,-0.0000,0.0000,6.0000,10.5000
0.6600,0.7821,0.0000,2.7359,-0.0801,11.0000,0.0000,0.0000,0.0000,0.9462,0.0445,-0.0000,-9.8083,6.3924,10.5000,0.0000,1.0000,0.0445,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0445,-0.0000,0.0000,6.0000,10.5000
